word,Sanskrit,Hindi,Odiya
भित्त,भिद्यते इति भित्तं ।, भिद्यत  अलग होने से भित्त ।, भिद्यत  अलगा होइथिवारु भित्त ।
शकल,शक्यते भेत्तुमिति शकलं ।, शकयते बेत्तुम  अलग कर शकने सें शाकल ।, शक्यते भेत्तुम  अलगा करायाइ पारु थिवारु शकल।
खण्ड,खण्ड्यत इति खण्डं ।, खण्डयते  खण्ड़ या भाग करने से खण्ड़।, खण्ड्यते  खण्ड़ वा भागा करायाइ थिवारु खण्ड़
अर्ध,अर्धती भेदं गच्छतीत्यर्धः ।, अर्धती  सम भेद को प्राप्त होने से आर्ध, अर्धती  भेदकु  समान  प्राप्त होइ थिवारु अर्ध ।
चन्द्रिका,चन्द्रो अस्त्यस्यामिति चन्द्रिका ।,चन्द्र उस में रहने से चन्द्रिका अथवा चन्द्र को मुकुट जैसा जो,चन्द्र एथिरे थिवारु चन्द्रिका अथवा चन्द्रकु मुकुट परि ये
कौमुदी,कुमुदस्य इयं कौमुदी ।,कुमुदों का यह इसलिए कौमुदी ।,कुमुदमानङ्गर एहा होइ थिवारु कौमुदो ।
ज्योत्स्ना,ज्योतिरस्यामस्तीति ज्योत्स्ना ।,उसमें  ज्योतिः  प्रकाश रहने से ज्योत्स्ना ।,एथिरे  ज्योतिः  प्रकाश रहि थिवारु ज्योत्स्ना ।
प्रसाद,प्रसीदतीति प्रसादः ।,प्रसीदति  प्रसन्न होने से प्रसाद ।, प्रतीदति  प्रसन्न होइ थिवारु प्रसाद ।
प्रसन्नता,प्रसन्नस्य भावः प्रसन्नता ।,प्रसन्न का भाव प्रसन्नता ।,प्रसन्नर भाव प्रसन्नता ।
कलङ्क,कं ब्राह्मणं लङ्कयति हीनतां गमयति  जापयति वा इति ।, कल्यते  उसे के द्वारा जानने से कलङ्ग, कल्यते  एहा द्वारा ज्ञान हेउ थिवारु
अङ्क,अङ्क्यते अनेनेत्यङ्कः ।, अङ्गयते  उस के द्वारा  लक्षणविशेषकेद्वारा  जानने सें अङग, अङ्गयते  एहाद्वारा  लक्षणविशेष द्वारा  जणायाउ थिवारु अङ्ग ।
लाञ्छन,लाञ्छ्यते लक्ष्यते अनेनेति लाञ्छनं ।, लाञ्छयते  शक्ष्य किया जाने से लाञ्छन ।, लाञ्छयते  लक्ष्य करा याउ थिवारु लाञ्छन ।
लक्ष्म,लक्ष्यते अनेनेति लक्ष्म ।, लक्ष्यते  उसके द्वारा लक्ष्य किया जाने से लक्ष्य।, लक्ष्यते एहा द्वारा लक्ष्य करा याउ थिवारु लक्ष्म ।
लक्षण,लक्षते ज्ञायते अनेनेति लक्षणम् ।, लक्ष्यते  उसके द्वारा लक्ष्य किया जाने से लक्षण ।, लक्ष्यते  एहा द्वारा लक्ष्य करा याउ थिवारु लक्षण ।
शोभा,शोभते इति शोभा ।, शोभत  शोभने से शोभा, शोभत  शोभित हेउ थिवारु शोभा अथवा शोभित हेउ थिवारु शोभा ।
कान्ति,काम्यते अनया कान्तिः ।, काम्यते  कामना उस के द्वारा किए जाने से कान्ति ।, काम्यते  एहा द्वारा कामना करा याउ थिवारु कान्ति ।
द्युति,द्योतत इति द्युतिः ।, द्योतत  देदीप्यमान होने से द्युति ।, द्योतत  देदीप्यमान हेउ थिवारु द्युति ।
द्युति,द्योतते।़नया इति द्युतिः ।, द्योतत  प्रकाशित होने से द्युति ।, द्योतत  प्रकाशित करु थिवारु द्युति ।
छवि,छिनत्ति असारमिति छवि ।,ध्यति  अन्धकार को विनाश करने से घवि ।, छयति  अन्धकारकु विनाश करु थिवारु छवि ।
छवि,छ्यति नाशयति अन्धकारमिति छविः ।,अन्धकार को  छयति  छेदन करने से छषि ।,अन्धकारकु  छयति  छेदन करु थिवारु छवि ।
अवश्याय,अवश्यायते शैत्यं संपद्यत इति अवश्यायः ।, अवश्यायते  शीत को करवाने से अवश्याय अथवा नीचे गिरने से अवश्याय ।, अवश्यायते  शीत कराउ थिवारु अवश्याय अथवा तले पडु थिवारु
नीहार,नितरां ह्रीयते अग्निना इति नीहारः ।, नितरा हीयते आग उस का हरण कर लेने से नीहार, नितरां ह्रीयते  आग उसका हरण कर तेने से नीहा
तुषार,तप्तं तोषयतीति तुषारः ।,तप्त को  तोषयति  सन्तुष्ट करने से तुषार ।,तप्तकु  तोषयति  सन्तुष्ट करु थिवारु तुषार ।
तुषार,तुष्यत्यनेन सस्यदिरिति तुषारः ।,तप्त को  तोषयति  सन्तुष्ट करने से तुषार ।,तप्तकु  तोषयति  सन्तुष्ट करु थिवारु तषार ।
तुहिन,तोहति अर्दयति पद्ममिति तुहिनं ।, तोहति  पद्म को नष्ट करने से तुहिन, तोहति  पद्मकु नष्टकरु थिवारु तुहिन ।
हिम,हन्ति तापमिति हिमं ।, हन्ति ताप को नष्ट करने से हिम ।,तापकु  हन्ति  नष्ट करु थिवारु हिम ।
हिम,हन्ति ताणमिति हिमं ।, हिनोति  बढ़ने से हिम ।, श्यायत  जाड्यत्वकु प्राप्त होइथिवारु शीत ।
प्रालेय,प्रकर्षेण लीयन्ते लीना भवन्ति पदार्था अत्रेति ।, प्रालेयात्  शरत् ऋतु के वाद आने से प्रालेय ।, प्रालेयात् शरत् ऋतुर परे आसु थिवारु प्रार्लेय ।
मिहिका,महयते रागिभिरिति महिका ।, मेहति सिचाई करने से मिहिका ।, मेहति  सिञ्चन करु थिवारु मिहिका ।
हिमानी,महद्धिमं हिमानी ।, महतहिमम्  हिम का आधिकय होने से हिमानि अथवा  हिनोति  वढ़ने, महत् हिमम्  हिमर आधिक्य हेतु हिमानी अथवा  हिनोति  आधिक्य हेतुरु
हिमसंहति,हिमानां संहतिः हिमसंहतिः ।, हिमस्य  हिम का  संहतिः  समुह हिमसंहति ।, हिमस्य  हिमर  संहतिः  समुह हिमसंहति ।
शीत,शीतं गुणवाचि क्लीबं ।, श्यैङ्   गतौ श्यायत इति  शीत  गुणविशेषे  जाडयत्व कि ओर जाने सें शीत ।," श्यैङ्   गतौ, श्यायत इति, शीत   गुण विशेषे  जाङ्यत्बकु गति करु थिवारु"
शिशिर,शशन्ति धावन्ति यस्मिन् पथिकाः ।,पद्म शोभा को  शीनोति  नष्ट करने से शिशिर ।,पदन शोभाकु  शीनोति  नष्ट करु थिवारु शिशिर ।
जड,जलत्यपवारयतीति जडः । जलति घनि भवति इति जडः ।, जडति  अपवारण करने से जड़।  जल्   अपवारणे  लडयोरभेदे, जडति  अपवारण करु थिवारु जड ।
शीतल,शीतं गुणो।़स्यास्तीति ।, शीतम्  शीत को  लाति  प्रदान करने से शीतल । शीत   श्यायत, शीतम्  शीतकु  लाति  प्रदान करु थिवारु शीतल ।
ध्रुव,ध्रुवतीति ध्रुवं ।,ध्रुवति  स्थिरत्व को प्राप्त होने से ध्रुव ।, हिनोति  बदु थिवारु हिम ।
औत्तानपादि,उत्तानपादस्य अपत्यं औत्तानपादिः ।,उत्तानपाद के पुत्र होने मे औत्तानपादि ।, ध्रुवति  स्थिरत्वकु प्राप्त होइ थिवारु ध्रुव ।
अगस्त्य,अगं विन्ध्यं स्त्यायति स्तभ्नाति वा इति ।, अगम्  विन्ध्य पर्वतको  स्व्यायति  जड़ करने से अगस्व्य ।,उत्तानपादङ्कर पुत्र होइथिवारु औत्तानपादि ।
मैत्रावरुणि,मित्रावरुणयोरपत्यं मैत्रावरुणिः ।,मित्रावरुण के पुत्रा होने से मैत्रावरुणि ।,कुम्भ उत्पत्तिस्थल याहार से कुम्भसंभव ।
लोपामुद्रा,लोपयति योषितां रूपाभिमानमिति लोपा । मुदयति स्रष्टुः सृष्टिमिति मुद्रा ।, अगस्त्य के सधर्मिणी  समान धर्म उस की होने से सधर्मिणी,मित्रावरुणङ्गर पुत्र होइथिवारु मैत्रावरुणि ।
नक्षत्र,न क्षणोति इति नक्षत्र ।, न क्षरति  न चलने से नक्षत्र ।,विरह   कारणरु हर्षकु पाप्त नहेवारु लोपामुद्रा ।  अगस्तयङ्कर
ऋक्ष,ऋक्षति तमोनाशयतीति ऋक्षं ।, ऋक्षति  अन्धकार को विनाश करन से ऋक्ष ।, न क्षरति  चलनशील न हेउ थिवारु नक्षत्र ।
भ,भातीति भं ।, भाति  प्रतीयमान होने से भ ।, ऋक्षति  अन्धकारकु विनाश करु थिवारु ऋक्ष ।
तारा,तरन्त्यनया नाविका इति तारा ।, तरन्ति  उस के द्वारा नाविके पार होते है इसलिए तारा ।, भाति  प्रतीयमान हेउथिवारु भ ।
तारका,तरन्ति अनया नाविका इति तारका ।, तरन्ति  उस के द्वारा नाविकलोग पार हो ने से तारका ।, तरन्ति  एहा साहाय्यरे नाविकमाने पार हेउ थिवारु तारा।
उडु,उ क्रोधं डपते इति उडु ।, उड्डीयत  आकाश मे उडने से उडु ।, तरन्ति  एहा साहाय्यरे नाविकमाने पार हेउ थिवारु तारका ।
अश्विनी,अश्वरूपयोगात् अश्विनी ।,अश्व के रुप जैसा रुप होने से अश्वनी ।, अश्वम्  अश्वकु  युनकित  रुपरे अनुकरण करु थिवारु अश्वयुक ।
राधा,राध्यते पूज्यते इति राधा ।, राध्नोति  कार्यो को सिद्दि करने से राधा ।,अश्वर रुप परि रुप होइ थिवारु आश्विनी ।
विशाखा,विशाखते कान्त्या व्याप्नोतीति विशाखा ।, विशाखते  अपना कान्ति के द्वारा व्याप्त होने से विशाखा ।, राध्नोति  कार्यगुड़िकरसिद्दि करु थिवारु राधा ।
पुष्य,पुष्णाति अभिलषितमिति पुष्यः ।, पुष्णाति  पोषण करने से अथवा पालन करने से पुष्य।, विशाखते निजर कान्ति द्वारा व्याप्त होइ थिवारु विशाखा ।
सिध्य,साध्नोति वाञ्छितमिति सिध्य ।,उस में  सिद्धयन्ति  सव अर्थो कें सिद्धि होने से सिध्य ।, पुष्णाति  पालन करु थिवारु अथवा पोषण करु थिवारु पुष्य ।
तिष्य,तुष्यन्ति अस्मिन् अर्थसिद्धये इति तिष्यः ।, तुष्यन्त्यस्मिन् उस मे सन्तुष्ट होने से तिष्य । अथवा  त्विषते,एथिरै  मिद्दयन्ति  समस्त अर्थमानङ्गर सिद्धि हेउथिवारु सध्य ।
श्रविष्ठा,श्रवः ख्यातिः अस्ति अस्याः इति श्रविष्टा ।,शुभ कार्यो में शुनने को मिलने से श्रविष्ठा ।, तुष्यन्त्यस्मिन एथिरे सन्तुष्ट हेउ थिवारु अथवा  त्विषते प्रभया
धनिष्ठा,अतिशयेन धनवतीति धनिष्ठा ।,धन करने से धनिष्ठा ।,शुभ कार्य्यगुडिकरे शुणायाउ थिवारु श्रविष्ठा ।
प्रोष्ठपदा,प्रोष्टस्य मत्स्यविशेषस्य पदमिव पदं यस्याः ।, प्रोष्ठस्य मत्स्यविशेष के पाद जैसा पाद जिस की वह प्रोष्ठपदा ।,धन करुथिवारु धनिष्ठा ।
भाद्रपदा,प्रोष्ठश्च भाद्रश्च गौः तस्यैव पदानि आसामिति । प्रोष्ठपदा भाद्रपदाश्च ।, भद्र पदम्  सुन्दर पाद जिस का वह भाद्रपदा ।, प्रोष्ठस्य  मत्स्यविशेषर पाद परि पाद याहार से प्रोष्ठापदा ।
मृगशीर्ष,आकृत्या मृगस्येव शीर्षं यस्य तत् मृगशीर्षं ।,मृग के  शीर्ष  मस्तक जैसा मक्तक जिस का वह सृगशीर्ष ।, भद्रंपदम्  उत्तम पाद याहार से भद्रपदा ।
मृगशिरस्,आकृत्या मृगस्येव शीर्षं यस्य तत् मृगशिरस् ।,मृग के  शिर मक्तक जैसा मस्तक जिस का वह मृगशीर्ष ।,मृगर  शीर्ष  मस्तक परि मस्तक याहार से मृगशीर्ष ।
आग्रहायणी,अग्रहायनाः नवव्रीहहयः अस्यां सन्तीति अग्रहायणी ।, अग्र  आगे  अयन  वर्ष जिस का वह आगहायणी  मार्गशीर्ष से,मृगर  शिर  मस्तक परि मस्तक याहार से मृगशिरा ।
इल्वला,शिव बाणेन इल्यन्ते प्रेर्यन्ते इति इल्वलाः ।,दिखाने से इल्वला / इन्वका / इल्वका ।, अग्रे  आगरे  अयन वर्ष अधि याहार स् आग्रहायणी ।
बृहस्पति,बृहतां देवानां वेदमन्त्राणां वा पतिः बृहस्पतिः ।, बृहताम  वेद मन्त्रों का पति होने से बृहस्पति ।,देखाउ थिवारु इल्वला/इन्वका/इल्वका ।
धिषण,घृष्णोति प्राग्लभ्यं ददातीति घिषण  ।,धिषणा  बुद्धि उस के रहने से धिषण ।, गीराम्  वाक्‌र पति होइ थिवारु गीर्पति ।
गुरु,गीर्यते स्तूयते इति गुरुः ।,सव पुरुषार्थों को  गुणाति  कहने से गुरु ।, धषणा  बुद्दि एहाङ्कर थिवारु धिषण ।
आङ्गिरस,अङ्गिरसः अपत्यं आङ्गीरसः ।,अङ्गिरस के पुत्रहोने मे आङ्गिरस, मृत मरणशीत एहा द्वारा  जीव्यते  प्राण धारण करु थिवारु जीव ।
वाचस्पति,वाचांपतिः वाचस्पतिः । वाचः पतिः वाचस्पतिः ।, वाचाम्  वाक् के पति होने से वाचस्पति.,अङ्गिरस के पुत्र होने से आङ्गिरस ।
चित्रशिखण्डिज,अङ्गिरा एव चित्रशिखण्डी तस्मात् जात चित्रशिखण्डिज ।, चित्रशिखणिड़  अड्गिरस  के पुत्र, वाचाम्  वाक्‌र पति होइ थिवारु वाचस्पति ।
दैत्यगुरु,दैत्यानांगुरुः   दैत्यगुरुः ।, दैत्यानाम्  राक्षसों का गुरु होने से दैत्यगुरु ।, शुचम्  दुःख पहृञ्चउ थिवारु शुक्र ।
काव्य,कवेरपत्यं  काव्यः,कवि के पुत्र होने से अथवा  कोतुम्  अवश्य व्याख्यान करने मे, दैत्यानाम्  राक्षसमानङ्कर गुरु होइ थिवारु दैत्यगुरु ।
उशनस्,वष्टि इच्छति दैत्यश्रेय इति उशना,दैत्यो का भ्रेय कामना करने से उशनस् ।,करिवार योग्यता रहि थिवारु काव्य ।
भार्गव,भृगोरपत्यं भार्गवः ।,भृगु के पुत्र होने से भार्गव ।,दैत्यमानङ्कर श्रेय कामना करु थिवारु उशनस् ।
कवि,कवते इति कविः, कवायति  चातुर्य्थ से वर्णन करने से कवि ।,भृगुङ्गर पुत्र होइ थिवारु भार्गव ।
अङ्गारक,अङ्गती गच्छतीति अङ्गारकः ।, अङ्गानि  अङ्गें को  आरयति  पीड़ा देने से अङ्गारक ।, कवयति  चातुर्य्यरे वर्णना करु थिवारु कवि ।
कुज,कौ पृथिव्यां जातः कुजः ।, कोः  धरती से जन्म लेने से कुज ।, अङ्गनि अङ्गसबुकु आरयति  पीडा देउ थिवारु अङ्गारक ।
भौम,भूमेरपत्यं भौमः ।,भूमि के पुत्र होने से भौम ।, कोः पृथिवि ठारु जन्म होइ थिवारु कुज ।
लोहिताङ्ग,लोहितंमङ्ग यस्य सः लोहिताङ्गः ।, लोहितम्  लोहित वर्ण  अङ्गम्  के अङ्ग जिस के है वह लोहिताङ्ग ।,भुमिक पुत्र होइ थिवारु भौम
महीसुत,मह्याः सुतः महीसुतः ।, मही  धरती के  सूत  पुत्र   महीसूत ।, लोहितम्  लोहितवर्णर  अङ्गम्  अड्गयाहार से लोङिताङ्ग ।
बुध,बुध्यते सर्वमिति बुधः ।,बुध्यत  समझने से बुध ।  बुध   अवगमने,रोहिणीङ्कर पुत्र होइ थिवारु रौहिणेय ।
सौम्य,सोम इव सौम्यः ।,सोम के पुत्र होने से सौम्य, बुध्यत  सबु बुझु थिवारु बुध ।
सौरि,सूरस्यापत्य पुमान् सौरिः ।,सूर्य के पूत्र होने से सौरि,सोमङ्कर पुत्र होइ थिवारु सौम्य ।
तमस्,सूर्याचन्द्रमसौ अनेन ताम्यत इति तमः ।,आकृति जैसा आकृति होने से तमस् अथवा अन्धकार उस का आयुध होने से तमस् ।, शनैः  मन्थरगतिरे  चरति  याउ थिवारु अथवा खाइवारे सन्थर होइ थिवारु
राहु,रहति भुक्त्वा त्यजति सूर्यचन्द्रमसाविति राहुः ।,सूर्य तथाचन्द्र को  रहयति  खा कर छोड़देने से राहु ।,आकृति परि आकृति होइ थिवारु अथवा अन्धकार एहार आयुध होइ थिवारु तमस् ।
स्वर्भानु,स्वः स्वर्गे भातीति स्वर्भानुः ।, स्वः स्वर्ग में विपरीत लक्षण से  भाति दिखाई पड़ने से,सूर्य्य तथा चन्द्रकु  रहयति  खाइकरि छाडि देउ थिवारु राहु ।
सैंहिकेय,सिंहिकायाः अपत्यं पुमान सैंहिकेयः ।,सिंहिका के पुत्र होने से सैंहिकेय ।, स्वः  स्वर्गरे विपरीतलक्षण युक्तभावे  भाति  प्रकाशित हेउ
विधुन्तुद,विधुं तुदतीति विधुन्तुद ।,विधु तथा इन्दु को  तुदति  व्यथा पहुँचाने से विधुन्तुद,बिधु तथा इन्दु कु  तुदति  व्यथा पहञचाउ थिवारु बिधुन्तुद।
चित्रशिखण्डिन्,चित्राः शिखण्डाः चूडाविशेषाः एषां सन्तीति चित्रशिखण्ड़िनः ।,अङ्गिरा अत्रि  पुलस्त्य  पुलह  क्रतु तथा वसिष्ठादि सप्तर्षियो के नाम,"अड्गिरा, आत्रि,पुलस्त्य पुलह, क्रतु तथा वसिष्ठादि सप्तर्षिङ्कर नाम"
लग्न,  लगति गृहैः संबध्नातीति लग्नम ।,अथवा ग्रहों के साथ संबन्ध स्थापन करने से लग्न । राशिओं कसंख्या बारह।,अथवा ग्रहमानङ्क सह संबन्धस्थापन करु थिवारु लग्न कुहायाए । राशिमानङ्कर
सूर, पा. शवति इति वा शूरः ।, सुवति कर्म के लिए प्रेरणा देने से सूर ।, सुवति  कर्म पाई प्रेरणा देउथिवारु सूर ।
सूर्य,सरति आकशे इति वा सूर्यः।, सुवति  कर्म के लिए प्रेरणा देने से सूर्य, सुवति  कर्मपाई प्रेरणा देउथिवारु सूर्य्य ।
द्वादशात्मन्,द्वादश आत्मानः मूर्तयः यस्य स द्वादशात्मा ।,द्वादश  आत्मानः  मूर्तिया जिस का वह द्वादशात्मन् ।,द्वादश  आत्मानः  मूर्ति याहार अछि से द्वादशात्मन् ।
दिवाकर,दिवा अहनि प्राणिनः चेष्टावन्तः करोतीति वा दिवाकरः ।, चेष्टावतः  कर्ममुखर  करोति  करने से दिवाकर ।, चेष्टावतः  कर्ममुखरकरुथिवारु दिवाकर ।
दिवाकर,दिवा दिनं करोतीति दिवाकरः ।, दिवा  दिन करने से अथवा  दिवा  दिन में  प्राणिनः  जीवों को, दिवा  दिन करु थिवारु अथवा  दिवा  दिनरे  प्राणिनः  जीवमानङ्कु
भास्कर,भासं करोतीति भास्करः ।, भासम्  आलोक करने से भास्कर ।, भासम्  आलोक करु थिवारु भास्कर ।
अहस्कर,अहः करोतीति अहस्करः ।, अहः  दिन करने से अहस्कर, अहः  दिवसकरु थिवारु अहस्कर ।
ब्रध्न,अन्यतेजः बध्नाति प्रतिबध्नातीति ब्रध्नः ।, अन्यतेजः  दुसरो के प्रकाश को  बध्नाति  बाँध देने से बध ।, अन्यतेजः  अन्यमानङ्कर आलोककु  बध्नाति  बान्धि देउथिवारु बध्न ।
प्रभाकर,प्रभां करोतीति प्रभाकरः ।, प्रभाम  प्रकाश को करने से प्रभाकर ।, प्रभाम्  प्रकाशकु करु थिवारु प्रभाकर ।
विभाकर,विशेषेण भां करोतीति विभाकरः ।,None, भास्तः  प्रकाश  अस्यास्ति  एहार थिवारु भास्वत् ।
भास्वत्,भासः अस्य सन्तीति भास्वत् ।,भासः प्रकाश  अस्यास्ति  उस का रहने से भास्वत् ।, विवस्ते  आलोक द्वारा  आच्छादयति  आच्छादन करु थिवारु विवस्वान्
विवस्वत्,विवस्ते प्रभया आच्छादयतीति विवस्वान्‌ ।, विवस्ते  प्रकाश के द्वारा अच्छादयति आच्छादन कर देने से,सातटि अश्व एहाङ्कर रहि थिवारु सप्ताश्व ।
सप्ताश्व,सप्त अश्वाः यस्य सः सप्ताश्वः ।,सात  अश्व  घोड़े उस के रहने से सप्ताश्व ।, हरिद्वर्णाः  हरित वर्ण युक्त  अश्वाः  धोडा याहार अछि से
हरिदश्व,हरितः हरिद्वर्णा अश्वाः यस्य सः हरिदश्वः, हरिद्वर्णाः  हरित् वर्ण युक्त  अश्वाः  घोड़े जिस का ह वह,उष्ण रश्मि याहार से उष्णरशिम ।
अर्क,अर्च्यत इति अर्कः ।, अर्च्यते  पूजा जाने से अर्क ।, अर्च्यते  एहाङ्कु पूजा करायाउ थिवारु अर्क ।
मिहिर,मेहति मेघरूपी विश्वं सिञ्चतीति मिहिर ।, मेहति  मेघ के द्वारा वर्षा कराने से मिहिर।,मेघ द्वारा  मेहति  वर्षा कराउ थिवारु मिहिर।
अरुण,इयर्ति गच्छतीति इति अरुण ।,उयर्ति गति करने से अरुण ।, इयर्ति  गति करु थिवारु अरुण ।
अरुण,अरूण वर्णास्यास्तीति अरूणः ।,अरूण वर्ण उस के है इसलिए अरूण ।,अरुण वर्ण होइ थिवारु अरुण ।
पूषन्,पुष्णातीति पूषा ।, पूष्णाति  घोषण करने से अथवा पाल्न करने से पूषा ।, पूष्णाति  पोषण अथवा पालन करु थिवारु पूषा
द्युमणि,दिवः आकाशस्य मणिखि द्युमणिः ।,द्युलोक का मणि सदृश होने से द्युमणि ।,द्युलोकर मणि सदृश होइ थिवारु द्युमणि ।
तरणि,तरन्त्यनेन संसारमिति तरणिः ।,उस के द्वारा अन्धकार को  तरन्ति  पार होने से तरणि ।,एहाद्वारा अन्धकारकु  तरन्ति  पार हेउ थिवारु तरणि ।
मित्र,सर्वभूतेषु मेद्यति स्निह्यतीति मित्रः ।, सर्वभूतेषु  सवभूतों में  मेद्यति  स्नेह करने से मित्र ।, सर्वभूतेषु  समास्त भूतरे  मेद्यति  स्नेह करु थिवारु मित्र ।
विरोचन,विशेषेण रोचत प्रकाशत इति विरोचन ।, विशेषेण रोचते विशेषभावस्ते प्रकाशित होने से विरोचन ।, विशैषेण रोचते  विशेष भावरे प्रकाशित हेउ थिवारु विरोचन ।
ग्रहपति,ग्रहाणां पतिः ग्रहपतिः ।,ग्रहों गका पति होने से ग्रहपति ।,ग्रहमानङ्कर पति होइ थिवारु ग्रहपति ।
अहर्पति,अह्नः पतिः अहर्पतिः ।, अग्ङः  दिन का पति होने से अहर्पति ।, अहः  दिनर पति होइथिवारु अहर्पति ।
भानु,भातीति भानुः ।, भाति  प्रकाशित होने से भानु ।, भाति  प्रकाशित हेउ थिवारु भानु ।
भानु,भातीति भानुः ।, भाति  प्रकाशित होने से भानु ।,भाति  प्रकाशित हेउ थिवारु भानु ।
हंस,हन्ति तमः इति हंसः ।, हन्ति तमः  अन्धकार को विनाश करने से हंसः ।, हन्ति तमः  अन्धकारकु विनाश करु थिवारु हंस ।
तपन,तपतीति तपन ।, तपति  उत्ताप प्रदान करने से तपन ।, तपति  उत्ताप प्रदान करु थिवारु तपन ।
रवि,रूयते स्तूयत इति रविः ।, रुयते  स्तुति किया जाने से रवि ।, रुयते  एहाङ्कु स्तुति करायाउ थिवारु रवि
खद्योत,खं द्योतयती इति वा खद्योत ।, खे  आकाश में  द्योतत  प्रकाशित होने से खद्योत, खे  आकाशरे  द्योतत  प्रकाशित करु थिवारु खद्योत ।
हरि,तमः हरतीति हरिः ।, तमो  अन्धकारकु  हरति हरण करु थिवारु हरि।, तमो  अन्धकारकु  हरति  हरण करु थिवारु हरि ।
माठर,मठति निवसति सूर्यसमीपे इति माठारः ।, मठति   निवसति  सूर्य के पास रहने से माठर अथवा   मठर के पुत्र होने, मठति   निवसति  सूर्य्यङ्ग पारवरे रहु थिवारु माठर अथवा मठरङ्कर पुत्र
माठर,मठरस्यापत्यं पुमान् माठारः ।,से माठर अथवा  मन्यते  मनन करने से माठर ।,होइ थिवारु माठर अथवा  मन्यते  मनन करु थिवारु माठर ।
दण्ड,दण्डकारीत्वाद्वा दण्डः,दण्ड़ उसके रहने से दण्ड़ ।,दण्ड़ एहार रहि थिवारु दण्ड़।
सूरसूत,सूरस्य सूतः । सूरसूतः,सूर्य के  सूत  पुत्र होने से सूर्यसूत ।,सूर्य्यङ्र  सूत  पुत्र होइ थिवारु सूर्य्यसूत ।
काश्यपि,कश्यपस्य अपत्यं पुमान् काश्यपिः ।,कश्यप के पुत्र होने से काश्यपि ।,कश्यपङ्कर पुत्र होइ थिवारु काश्यपि ।
गरुडाग्रज,गरुडस्य अग्रजः गरुडाग्रजः ।,गरुड़ के अग्रज होने से गरुड़ाग्रज ।,गरुडङ्कर अग्रज होइ थिवारु गरुड़ाग्रज ।
परिवेष,परितः वेष्ठीति परिवेषः ।, परितः   चोरों ओंर   विष्यते  व्याप्त होने से परिवेष ।, परितः  चारिपाखरे  विष्यते  व्याप्त होइ रहि थिवारु परिवेष ।
परिधि,परितो दधातीति परिधिः ।, परितो  चारों ओंर से  धीयते  धारण करने से परिधि ।, परितो  चारिपाखरु  धीयते धारण करि थिवारु परिधि ।
उपसूर्यक,सूर्यस्य समीपे प्रतिकृतित्वेन वर्तत इति उपसूर्यकं ।, उप समीपे  सूर्यस्य  सूर्यका  प्रतिकृतिः  प्रतिविबिम्ब अथवा, उप  समीपरे  सूर्यस्य  सूर्य्यङ्गर  प्रतिकृतिः  छाया अथवा
किरण,कीर्यते इति किरणः ।, तमः  अन्धकार को  कृणाति  हिंसा करने से किरण ।, तमः  अन्धकारकु  कृणाति  हिंसा करु थिवारु किरण ।
उस्र,वसन्त्यत्राप इति उस्रः ।, रसाः/आपः  जल उस में  वसन्ति  रहने से उस्र ।," रसाः/आपः  जल एथिरे  वसन्ति  रह, थिवारु उस्र ।"
मयूख,मिनोति प्रक्षिपति झन्धकारमिति मयूखः ।, तमः  अन्धकार को  मिनोति  दूर फेंकने से मयुख ।," तमः  अन्दकारकु  मिनोति  दस्क,फिड़ि देउ थिवारु मयुख ।"
अंशु,अश्नुते व्याप्नोतीति अंशुः ।, अश्नुते  व्याप्त होने से अंशु ।, अश्रुते  व्याप्त होइ थिवारु अंशु ।
गभस्ति,गच्छन्नेव बिभस्तीति गभस्तिः ।, गाम्  दिशाओं को  बभक्ति  आलोकित करने से गभक्ति ।, गाम्  दिगगुड़िकु  बभस्ति  आलोकित करु थिवारु गभस्ति ।
घृणि,घरतीति वा घृणिः  घृ सेचने,जल को  जिघर्ति  हरण कर लेने से घृणि ।,जलकु  जिघर्ति  हरण करि नेउ थिवारु घृणि ।
कर,कृणाति तमः इति करः ।, कीर्यत  विस्तारित हों कर गिरने से कर ।,अन्धकारकु  कृणाति  हिंसा करु थिवारु कर ।
मरीचि,मिद्यते तमः अस्मिनिति मरीचिः ।,उस के द्वारा  तमो  अन्धकार  म्रियते  मर जाने से मरीचि।,एहाद्वारा  तमो  अन्धकार  म्रियते  मरि याउ थिवारु मरीचि ।
दीधिति,दिधीते दीप्यते इति दीधितिः ।, दीधिते  प्रकाशित करने से दीधिति ।, दोधिते  प्रकाशित करु थिवारु दोधिति ।
प्रभा,प्रकर्षेण भातीति प्रभा ।, प्रकर्षेण भाति  प्रकाशित होने में आधिक्यता रहने से प्रभा ।, प्रकर्षेण भाति  प्रकाशित हेवारे आधिक्यता हेतु प्रभा ।
रुच्,रोचत इति रुक् ।, रोचत  प्रकाशित होने से रुच् ।, रोचत  प्रकाशित हेउ थिवारु रुच् ।
